ITEM_ID;ITEM_DESC;LEN_MM;WID_MM;DEP_MM;WT_KG;QTY_PER_BOX;BOXES_ON_HAND;DEMAND
85924365;SYNTH_PART_85924365;397.5;241.9;57.1;6.289;7;1;5
85818582;SYNTH_PART_85818582;188.8;71.4;71.4;1.314;1;1;2
31462079;SYNTH_PART_31462079;373.1;261.2;82.3;1.486;1;4;1
63559672;SYNTH_PART_63559672;82.8;82.8;82.8;0.216;1;1;7
34760103;SYNTH_PART_34760103;258.9;83.7;51.7;1.529;1;55;13
78093039;SYNTH_PART_78093039;185.0;169.6;100.0;1.538;2;4;2
93024990;SYNTH_PART_93024990;261.0;91.0;35.4;1.148;1;20;7
49535894;SYNTH_PART_49535894;221.5;98.5;93.7;0.849;1;1;10
27306510;SYNTH_PART_27306510;909.3;534.1;106.8;15.756;1;1;30
85496816;SYNTH_PART_85496816;67.3;67.3;49.3;0.305;9;9;1
11188507;SYNTH_PART_11188507;265.3;115.1;98.5;0.195;1;25;10
71547480;SYNTH_PART_71547480;218.5;141.3;60.5;0.449;1;1;12
47418169;SYNTH_PART_47418169;475.0;319.9;198.8;7.051;1;1;0
71426515;SYNTH_PART_71426515;561.4;140.4;140.4;8.262;1;77;8
13862288;SYNTH_PART_13862288;318.0;179.4;163.4;2.527;1;1;450
65657927;SYNTH_PART_65657927;397.0;246.7;73.4;7.801;1;1;4
76169852;SYNTH_PART_76169852;138.0;117.3;68.9;0.895;1;3;1
24851341;SYNTH_PART_24851341;444.0;341.0;124.8;1.225;1;4;32
86168169;SYNTH_PART_86168169;154.7;143.8;59.0;1.79;1;1;1
38849841;SYNTH_PART_38849841;313.9;284.5;81.0;6.757;1;9;4
34427315;SYNTH_PART_34427315;121.7;121.7;86.3;0.77;1;561;25
49881869;SYNTH_PART_49881869;245.0;78.7;78.7;2.023;1;7;5
31247805;SYNTH_PART_31247805;225.4;62.1;62.1;1.186;1;10;1
57197042;SYNTH_PART_57197042;448.0;276.1;149.9;1.202;5;1;5
33670615;SYNTH_PART_33670615;255.8;107.3;99.8;0.386;1;4;5
47564437;SYNTH_PART_47564437;526.6;526.6;105.3;7.825;1;1;0
55503690;SYNTH_PART_55503690;648.6;509.6;205.2;4.397;1;1;1
62756761;SYNTH_PART_62756761;94.9;94.9;72.9;0.42;1;11;3
66448998;SYNTH_PART_66448998;209.2;183.3;80.7;0.201;1;1;1
97318300;SYNTH_PART_97318300;580.0;145.0;107.7;3.83;16;1;2
70456972;SYNTH_PART_70456972;176.2;176.2;70.4;0.142;1;5;0
87484105;SYNTH_PART_87484105;118.2;76.4;72.7;0.896;1;1;0
23815148;SYNTH_PART_23815148;417.9;277.4;145.3;7.949;24;80;12
78857230;SYNTH_PART_78857230;360.8;312.6;139.4;1.445;1;2;22
18202565;SYNTH_PART_18202565;243.4;128.2;77.6;1.828;1;1;0
25234688;SYNTH_PART_25234688;236.9;99.2;99.2;2.547;1;9;0
63993224;SYNTH_PART_63993224;321.1;191.6;68.1;1.951;2;7;1
26933566;SYNTH_PART_26933566;371.1;353.8;70.8;4.017;1;3;6
27903647;SYNTH_PART_27903647;450.1;112.5;110.4;0.602;1;14;21
72293173;SYNTH_PART_72293173;118.5;118.5;36.7;0.136;1;1;6
81556634;SYNTH_PART_81556634;196.3;127.7;73.7;2.52;1;4;2
68561821;SYNTH_PART_68561821;72.8;72.8;65.3;0.472;4;11;8
29795069;SYNTH_PART_29795069;210.5;159.5;96.3;2.104;1;1;2
39439125;SYNTH_PART_39439125;105.4;80.7;80.7;0.936;1;3;0
60955488;SYNTH_PART_60955488;99.7;99.7;99.7;1.351;1;3;9
30078773;SYNTH_PART_30078773;285.6;238.5;202.4;4.453;1;5;2
92884700;SYNTH_PART_92884700;162.5;114.5;106.1;0.189;1;12;61
69869349;SYNTH_PART_69869349;446.7;374.0;94.7;7.528;3;33;13
60334986;SYNTH_PART_60334986;39.8;39.8;39.8;0.086;2;2;0
18028004;SYNTH_PART_18028004;161.5;130.2;58.6;1.681;9;9;2
41373513;SYNTH_PART_41373513;447.3;366.6;100.6;1.817;1;138;1
90562784;SYNTH_PART_90562784;633.6;522.9;104.6;4.956;1;22;6
38316960;SYNTH_PART_38316960;555.1;555.1;111.0;2.218;1;10;0
69931027;SYNTH_PART_69931027;133.4;108.6;78.1;1.544;4;6;5
80689044;SYNTH_PART_80689044;265.3;162.5;91.7;1.329;1;1;1
37168684;SYNTH_PART_37168684;448.2;282.9;126.6;1.041;1;1;62
21440148;SYNTH_PART_21440148;483.6;218.9;113.0;8.251;1;6;10
32617613;SYNTH_PART_32617613;168.8;112.5;70.3;1.319;2;8;70
93067069;SYNTH_PART_93067069;806.4;362.6;194.1;10.128;1;1;1
93591537;SYNTH_PART_93591537;318.9;269.9;189.3;5.662;1;64;4
76048279;SYNTH_PART_76048279;490.5;354.4;70.9;3.119;1;4;1
47309733;SYNTH_PART_47309733;334.6;247.1;127.1;7.798;1;20;6
42941100;SYNTH_PART_42941100;109.1;109.1;44.9;0.729;1;4;1
92178924;SYNTH_PART_92178924;160.7;160.7;41.8;1.474;1;18;4
43974882;SYNTH_PART_43974882;416.3;231.8;54.4;3.249;2;1;11
52414844;SYNTH_PART_52414844;223.0;142.0;85.5;0.794;1;4;6
29240479;SYNTH_PART_29240479;99.8;99.8;86.6;1.177;1;1;3
60148449;SYNTH_PART_60148449;300.4;116.3;116.3;2.676;1;1;4
40039189;SYNTH_PART_40039189;463.6;183.3;64.4;3.91;1;5;1
64952599;SYNTH_PART_64952599;65.1;65.1;62.8;0.363;1;16;1
60089872;SYNTH_PART_60089872;614.9;526.7;212.0;6.297;1;1;1
51245995;SYNTH_PART_51245995;93.5;93.5;64.6;0.771;3;5;0
74584941;SYNTH_PART_74584941;84.9;84.9;84.9;0.285;3;1;1
36947254;SYNTH_PART_36947254;208.3;113.3;98.7;0.282;3;1;5
95187841;SYNTH_PART_95187841;338.0;166.7;84.6;6.506;1;3;1
73071970;SYNTH_PART_73071970;424.4;201.2;133.0;1.379;1;1;4
78300615;SYNTH_PART_78300615;570.9;420.1;121.4;6.941;1;1;45
68274321;SYNTH_PART_68274321;60.7;60.7;60.7;0.305;1;3;2
42876584;SYNTH_PART_42876584;893.8;257.8;220.5;10.937;1;12;9
31253023;SYNTH_PART_31253023;138.9;138.9;33.6;0.885;23;24;6
30780591;SYNTH_PART_30780591;225.1;186.9;47.6;1.376;1;1;1
48587978;SYNTH_PART_48587978;53.5;53.5;49.8;0.195;1;2;1
83650076;SYNTH_PART_83650076;242.8;156.0;72.2;1.59;1;20;26
76374767;SYNTH_PART_76374767;66.9;66.9;66.9;0.282;1;3;0
50570900;SYNTH_PART_50570900;305.6;135.1;135.1;1.17;1;2;0
15360288;SYNTH_PART_15360288;209.8;111.2;56.8;0.622;2;1;0
95162135;SYNTH_PART_95162135;240.8;172.7;65.5;2.375;2;1;0
84159137;SYNTH_PART_84159137;175.6;167.5;112.2;0.808;1;2;2
89402669;SYNTH_PART_89402669;320.8;120.8;120.8;5.986;1;1;2
30072139;SYNTH_PART_30072139;179.5;123.4;76.8;2.323;1;7;1
23905204;SYNTH_PART_23905204;392.1;304.0;60.8;8.278;1;1;1
58628729;SYNTH_PART_58628729;237.8;150.3;78.4;2.12;2;2;24
96628795;SYNTH_PART_96628795;243.4;162.2;40.0;2.154;1;2;7
17792001;SYNTH_PART_17792001;302.2;140.9;61.0;3.547;1;1;2
62831241;SYNTH_PART_62831241;143.3;82.9;66.1;0.286;1;82;3
24440529;SYNTH_PART_24440529;239.3;146.9;61.9;1.483;1;51;0
81711465;SYNTH_PART_81711465;157.9;157.9;91.8;1.226;1;1;1
48589656;SYNTH_PART_48589656;224.1;110.5;88.2;0.142;1;4;0
29254602;SYNTH_PART_29254602;42.3;42.3;42.3;0.103;1;52;100
94516277;SYNTH_PART_94516277;499.2;368.2;140.0;4.486;1;15;28
78650145;SYNTH_PART_78650145;401.3;182.7;51.8;5.183;1;3;1
62410739;SYNTH_PART_62410739;308.6;308.6;191.8;6.356;1;65;12
56054473;SYNTH_PART_56054473;145.4;145.4;79.1;0.212;3;1;5
77126985;SYNTH_PART_77126985;300.7;264.8;103.8;1.316;1;1;0
10318298;SYNTH_PART_10318298;149.6;149.6;67.9;1.658;1;2;16
39465737;SYNTH_PART_39465737;1019.7;458.4;91.7;15.825;1;2;5
87163795;SYNTH_PART_87163795;541.6;162.9;162.9;10.27;1;1;61
70101732;SYNTH_PART_70101732;399.8;166.1;166.1;2.236;1;1;11
87284085;SYNTH_PART_87284085;424.9;106.2;106.2;1.475;6;1;1
33709964;SYNTH_PART_33709964;43.2;43.2;43.2;0.11;4;2;6
60865452;SYNTH_PART_60865452;267.1;169.8;63.8;2.318;1;1;30
32777719;SYNTH_PART_32777719;426.5;106.6;106.6;1.775;1;1;0
51592968;SYNTH_PART_51592968;628.4;157.1;58.6;7.891;1;290;0
