ITEM_ID;ITEM_DESC;LEN_MM;WID_MM;DEP_MM;WT_KG;QTY_PER_BOX;BOXES_ON_HAND;DEMAND
10318666;SYNTH_PART_10318666;274.4;134.8;134.8;5.996;1;10;1
34050140;SYNTH_PART_34050140;125.4;121.8;60.8;0.633;1;3;4
31124714;SYNTH_PART_31124714;294.9;286.7;187.0;4.797;1;6;0
68564784;SYNTH_PART_68564784;796.5;315.4;63.1;4.404;2;2;6
15149639;SYNTH_PART_15149639;481.3;319.9;171.8;3.025;1;2;0
70867997;SYNTH_PART_70867997;453.9;314.1;73.0;1.39;1;2;4
66899919;SYNTH_PART_66899919;46.3;46.3;46.3;0.135;1;1;0
30374781;SYNTH_PART_30374781;424.7;129.4;129.4;3.939;1;18;3
50020126;SYNTH_PART_50020126;54.9;54.9;54.9;0.226;2;1;2
84169123;SYNTH_PART_84169123;152.5;152.5;70.0;1.703;6;3;0
45631342;SYNTH_PART_45631342;394.3;360.4;73.8;5.472;1;43;0
72444805;SYNTH_PART_72444805;51.0;51.0;51.0;0.181;4;1;1
82864226;SYNTH_PART_82864226;618.3;301.4;216.1;11.709;3;4;3
93136576;SYNTH_PART_93136576;382.7;231.4;178.4;8.054;1;17;3
93076602;SYNTH_PART_93076602;130.1;84.8;40.7;0.614;1;1;2
19951583;SYNTH_PART_19951583;163.9;117.7;78.7;1.117;3;3;0
49987002;SYNTH_PART_49987002;141.1;77.3;77.3;0.642;1;2;0
77113186;SYNTH_PART_77113186;213.5;149.3;116.3;0.403;6;3;4
57628080;SYNTH_PART_57628080;723.5;332.8;166.7;11.113;2;1;1
24552289;SYNTH_PART_24552289;64.9;64.9;44.9;0.246;4;10;2
29018395;SYNTH_PART_29018395;426.1;106.5;106.5;4.421;1;1;4
83410660;SYNTH_PART_83410660;437.1;312.1;64.3;3.029;1;1;3
97150841;SYNTH_PART_97150841;395.1;221.1;121.1;6.832;7;7;0
10679145;SYNTH_PART_10679145;250.2;79.4;37.7;0.946;1;5;66
84803254;SYNTH_PART_84803254;124.3;82.9;82.9;0.461;1;5;2
85569923;SYNTH_PART_85569923;1138.3;590.9;143.5;6.258;1;1;0
35932557;SYNTH_PART_35932557;210.4;112.4;101.4;2.182;1;4;34
29060549;SYNTH_PART_29060549;36.0;36.0;36.0;0.063;1;5;1
76461423;SYNTH_PART_76461423;842.0;585.2;117.0;5.049;23;2;18
49633053;SYNTH_PART_49633053;1081.4;775.0;155.0;8.421;1;213;0
71854665;SYNTH_PART_71854665;187.6;72.9;72.9;1.359;5;34;53
55665834;SYNTH_PART_55665834;306.5;188.0;38.6;2.894;1;16;7
27558847;SYNTH_PART_27558847;298.7;272.0;62.4;4.565;1;1;0
71818964;SYNTH_PART_71818964;261.3;102.7;67.9;1.755;1;3;1
59846448;SYNTH_PART_59846448;636.3;432.7;131.1;6.529;1;5;0
52766843;SYNTH_PART_52766843;168.1;87.8;65.5;1.32;1;7;0
29173641;SYNTH_PART_29173641;44.1;44.1;40.5;0.107;2;1;0
61320461;SYNTH_PART_61320461;59.4;59.4;59.4;0.286;4;3;18
75008873;SYNTH_PART_75008873;432.0;348.0;69.6;4.133;1;9;64
36112328;SYNTH_PART_36112328;456.7;135.8;104.9;0.664;1;2;6
60876830;SYNTH_PART_60876830;244.7;139.9;51.8;2.103;1;1;4
39705314;SYNTH_PART_39705314;101.3;92.5;92.5;1.184;1;23;0
73894028;SYNTH_PART_73894028;293.1;293.1;198.0;1.309;1;21;2
43686057;SYNTH_PART_43686057;590.7;495.9;104.2;9.507;1;157;8
13486199;SYNTH_PART_13486199;234.6;60.1;60.1;1.157;1;2;0
34995864;SYNTH_PART_34995864;603.3;561.0;112.2;6.134;1;3;0
74273491;SYNTH_PART_74273491;351.5;274.6;186.7;2.917;1;24;0
48974652;SYNTH_PART_48974652;84.4;84.4;70.3;0.683;1;2;0
63373718;SYNTH_PART_63373718;174.2;157.0;106.0;1.749;1;2;0
51953034;SYNTH_PART_51953034;136.0;136.0;33.7;0.409;1;3;0
37539371;SYNTH_PART_37539371;617.6;452.8;199.3;9.559;1;3;1
15947671;SYNTH_PART_15947671;338.0;311.8;193.5;8.292;1;2;0
91982421;SYNTH_PART_91982421;84.2;84.2;70.0;0.677;2;1;7
87979250;SYNTH_PART_87979250;159.5;112.7;46.1;0.12;1;6;4
26650356;SYNTH_PART_26650356;271.0;271.0;162.7;5.397;1;5;3
42304390;SYNTH_PART_42304390;105.8;75.9;75.9;0.29;1;2;6
16629532;SYNTH_PART_16629532;491.7;324.3;198.1;8.479;1;1;0
20812693;SYNTH_PART_20812693;205.9;80.3;80.3;0.573;2;12;1
92146721;SYNTH_PART_92146721;430.8;238.7;102.0;1.202;1;1;0
32268109;SYNTH_PART_32268109;279.1;195.5;54.8;4.079;10;4;2
95172260;SYNTH_PART_95172260;404.1;343.2;100.6;5.31;1;1;13
95735807;SYNTH_PART_95735807;705.6;228.9;150.6;7.42;1;1;1
36554417;SYNTH_PART_36554417;439.2;339.6;67.9;0.965;1;2;0
51928163;SYNTH_PART_51928163;86.8;86.8;69.4;0.714;1;1;5
73483555;SYNTH_PART_73483555;478.3;119.6;116.2;7.403;1;12;1
65093484;SYNTH_PART_65093484;114.9;78.9;78.9;0.976;1;1;1
24631986;SYNTH_PART_24631986;462.7;302.2;67.6;6.276;1;4;8
88220882;SYNTH_PART_88220882;259.4;81.1;81.1;2.327;1;1;24
58611268;SYNTH_PART_58611268;125.3;125.3;86.3;1.686;1;1;0
16846767;SYNTH_PART_16846767;280.3;280.3;134.2;4.891;3;21;2
92946201;SYNTH_PART_92946201;948.4;373.6;273.0;7.654;7;1;0
73016290;SYNTH_PART_73016290;320.1;169.4;39.7;2.134;1;1;27
71597202;SYNTH_PART_71597202;598.4;324.8;108.5;10.168;1;1;0
30166337;SYNTH_PART_30166337;315.3;315.3;79.7;7.245;1;1;3
71166124;SYNTH_PART_71166124;137.5;77.9;59.5;0.871;2;1;6
42709342;SYNTH_PART_42709342;260.6;69.4;55.2;0.899;1;1;20
48300339;SYNTH_PART_48300339;91.7;91.7;56.4;0.647;1;3;1
57197288;SYNTH_PART_57197288;374.8;292.6;137.2;6.505;1;111;2
64403680;SYNTH_PART_64403680;609.3;152.3;108.5;4.627;1;1;3
20253733;SYNTH_PART_20253733;804.1;201.0;93.5;12.723;2;1;1
47821947;SYNTH_PART_47821947;598.9;338.6;132.0;6.828;2;11;1
93206711;SYNTH_PART_93206711;300.0;238.8;47.8;2.489;1;1;3
36032229;SYNTH_PART_36032229;118.4;118.4;55.5;0.185;1;6;21
61252781;SYNTH_PART_61252781;235.3;116.9;96.1;0.246;1;2;3
11677374;SYNTH_PART_11677374;293.8;150.3;80.9;4.877;1;2;1
60150808;SYNTH_PART_60150808;247.5;182.7;96.4;2.358;1;1;5
15150928;SYNTH_PART_15150928;197.4;173.5;55.8;2.125;1;6;8
49859163;SYNTH_PART_49859163;438.2;224.4;71.3;1.916;1;3;7
90356189;SYNTH_PART_90356189;311.0;114.7;38.4;1.871;1;5;9
88965431;SYNTH_PART_88965431;206.4;122.2;46.4;0.477;1;1;0
73000855;SYNTH_PART_73000855;467.7;216.3;105.4;4.811;1;3;21
29031380;SYNTH_PART_29031380;241.5;156.2;80.2;1.026;2;1;7
82307574;SYNTH_PART_82307574;104.7;63.1;63.1;0.569;1;1;3
12896444;SYNTH_PART_12896444;197.3;137.0;93.4;2.53;1;19;5
90382535;SYNTH_PART_90382535;192.7;110.1;48.7;0.233;5;1;7
45674794;SYNTH_PART_45674794;258.5;114.3;40.7;1.642;1;1;9
92086763;SYNTH_PART_92086763;271.6;251.2;58.9;5.481;1;1;0
91001779;SYNTH_PART_91001779;199.9;195.1;39.0;1.579;1;2;2
11206082;SYNTH_PART_11206082;576.4;226.9;84.2;6.314;1;7;1
32061659;SYNTH_PART_32061659;602.0;302.4;61.6;6.325;1;1;55
79877196;SYNTH_PART_79877196;121.3;121.3;90.3;1.813;1;88;1
24555697;SYNTH_PART_24555697;452.7;216.5;107.3;6.314;2;1;0
33953126;SYNTH_PART_33953126;389.4;347.0;139.8;1.225;1;2;2
87369782;SYNTH_PART_87369782;610.2;152.5;152.5;9.869;1;4;0
95309090;SYNTH_PART_95309090;471.6;282.0;56.4;3.871;1;1;51
66011019;SYNTH_PART_66011019;426.1;156.2;132.4;5.872;1;1;0
17677920;SYNTH_PART_17677920;74.4;74.4;51.6;0.39;1;3;0
71225871;SYNTH_PART_71225871;225.9;140.6;51.8;0.781;3;1;14
73574147;SYNTH_PART_73574147;321.4;255.2;56.7;5.09;1;38;0
87388953;SYNTH_PART_87388953;292.5;168.9;157.4;4.602;1;14;1
86148400;SYNTH_PART_86148400;157.9;124.2;35.7;0.382;1;5;1
89798209;SYNTH_PART_89798209;236.8;191.2;53.8;0.411;1;6;1
50011426;SYNTH_PART_50011426;286.6;124.0;106.6;3.075;1;1;3
88463114;SYNTH_PART_88463114;167.8;167.8;48.4;1.144;1;1;0
98113776;SYNTH_PART_98113776;229.1;139.3;36.7;1.599;2;11;1
26754131;SYNTH_PART_26754131;1132.9;504.5;100.9;8.739;1;1;5
58494044;SYNTH_PART_58494044;470.6;201.9;165.5;5.753;1;1;5
35128420;SYNTH_PART_35128420;332.4;228.2;199.6;5.419;4;9;4
42286727;SYNTH_PART_42286727;37.7;37.7;37.7;0.073;1;1;2
73218130;SYNTH_PART_73218130;88.9;88.9;59.4;0.641;4;10;0
26308641;SYNTH_PART_26308641;197.6;158.9;103.7;1.857;1;1;5
26982794;SYNTH_PART_26982794;422.3;105.6;99.2;6.034;1;1;7
65000576;SYNTH_PART_65000576;444.4;164.3;41.0;3.687;2;1;6
88836247;SYNTH_PART_88836247;77.4;77.4;77.4;0.633;1;3;2
41360773;SYNTH_PART_41360773;1025.8;781.8;156.4;8.129;1;1;9
96461189;SYNTH_PART_96461189;520.1;186.5;128.1;9.587;2;1;0
63883139;SYNTH_PART_63883139;632.8;358.1;168.1;11.049;1;1;1
82090960;SYNTH_PART_82090960;384.1;181.5;143.5;2.655;1;16;0
53082756;SYNTH_PART_53082756;355.7;162.0;162.0;8.509;1;14;0
12583669;SYNTH_PART_12583669;322.3;269.8;82.1;1.573;1;4;0
63271557;SYNTH_PART_63271557;75.4;75.4;75.4;0.584;1;243;1
85107324;SYNTH_PART_85107324;317.5;317.5;117.4;2.098;1;5;5
63230121;SYNTH_PART_63230121;273.9;273.9;95.2;6.124;1;3;7
83317829;SYNTH_PART_83317829;620.0;306.8;73.3;2.103;1;165;1
79923869;SYNTH_PART_79923869;488.5;257.3;67.2;6.909;2;8;54
61157060;SYNTH_PART_61157060;57.4;57.4;57.4;0.258;2;11;9
39578535;SYNTH_PART_39578535;326.0;126.4;126.4;0.487;2;1;3
64340286;SYNTH_PART_64340286;112.9;112.9;52.4;0.91;11;1;5
88693455;SYNTH_PART_88693455;38.6;38.6;38.6;0.079;1;135;4
29905544;SYNTH_PART_29905544;136.4;128.6;102.3;1.436;1;26;0
99602245;SYNTH_PART_99602245;381.2;302.6;60.5;8.07;1;1;11
21697437;SYNTH_PART_21697437;441.7;110.4;80.0;5.325;1;8;3
82510208;SYNTH_PART_82510208;593.6;148.4;114.7;5.717;2;2;2
80058505;SYNTH_PART_80058505;341.9;183.3;179.8;8.206;18;7;5
61517762;SYNTH_PART_61517762;495.2;337.3;67.5;6.439;1;63;8
34892765;SYNTH_PART_34892765;591.6;183.8;59.3;8.808;1;1;27
72324075;SYNTH_PART_72324075;224.3;118.8;102.5;1.621;1;8;4
98911121;SYNTH_PART_98911121;185.0;185.0;115.5;0.851;1;1;19
65781905;SYNTH_PART_65781905;112.0;93.2;71.5;0.645;1;1;7
65316617;SYNTH_PART_65316617;478.2;353.9;127.4;7.53;1;1;1
55320471;SYNTH_PART_55320471;484.5;194.1;143.1;1.924;1;1;0
52864019;SYNTH_PART_52864019;474.1;166.8;108.5;5.373;1;1;0
78513699;SYNTH_PART_78513699;787.3;646.4;283.9;9.366;1;1;0
51425997;SYNTH_PART_51425997;321.1;319.5;165.9;6.683;1;1;2
80493466;SYNTH_PART_80493466;425.7;250.6;178.4;3.45;1;47;1
10703183;SYNTH_PART_10703183;139.8;139.8;58.8;1.569;1;1;2
73908960;SYNTH_PART_73908960;237.4;125.8;80.5;1.503;1;1;2
22495686;SYNTH_PART_22495686;471.2;117.8;117.8;3.123;1;1;4
67606885;SYNTH_PART_67606885;559.2;139.8;58.8;6.271;6;38;2
20423134;SYNTH_PART_20423134;116.5;81.9;81.9;1.068;1;16;32
90275037;SYNTH_PART_90275037;143.9;60.4;60.4;0.716;2;1;1
37041880;SYNTH_PART_37041880;535.7;521.9;104.4;8.628;1;6;0
48202979;SYNTH_PART_48202979;471.3;331.2;175.6;7.66;1;1;9
42141237;SYNTH_PART_42141237;309.5;191.3;178.6;1.496;1;3;2
22849157;SYNTH_PART_22849157;95.8;95.8;41.3;0.516;3;1;5
31496279;SYNTH_PART_31496279;117.3;61.9;61.9;0.614;2;4;0
75067342;SYNTH_PART_75067342;52.6;52.6;49.0;0.185;1;3;0
59073004;SYNTH_PART_59073004;1176.0;338.3;67.7;3.083;1;19;3
45146195;SYNTH_PART_45146195;72.3;72.3;65.6;0.468;7;2;0
20890053;SYNTH_PART_20890053;57.7;57.7;57.7;0.262;1;3;0
78228935;SYNTH_PART_78228935;79.3;79.3;79.3;0.681;1;1;4
72059062;SYNTH_PART_72059062;163.5;69.7;55.4;0.861;1;55;1
47202791;SYNTH_PART_47202791;101.1;73.8;60.2;0.613;1;26;7
51562652;SYNTH_PART_51562652;731.4;182.8;125.1;5.613;1;4;6
76318652;SYNTH_PART_76318652;263.9;138.9;55.1;2.651;1;96;1
69734949;SYNTH_PART_69734949;182.5;158.4;40.9;1.612;2;1;10
87552863;SYNTH_PART_87552863;600.2;379.2;85.6;6.478;1;1;0
41794774;SYNTH_PART_41794774;750.0;629.1;125.8;5.482;1;1;0
89480898;SYNTH_PART_89480898;72.6;72.6;72.6;0.522;1;17;0
93163242;SYNTH_PART_93163242;271.6;140.2;140.2;0.767;1;2;3
44156937;SYNTH_PART_44156937;489.8;311.0;165.2;4.699;1;1;0
99902617;SYNTH_PART_99902617;130.5;80.0;34.7;0.494;1;31;3
46990769;SYNTH_PART_46990769;286.4;188.3;143.4;1.276;2;58;1
64278621;SYNTH_PART_64278621;335.0;307.9;98.0;1.711;1;56;2
86620831;SYNTH_PART_86620831;538.3;366.3;73.3;8.845;1;1;30
13859426;SYNTH_PART_13859426;470.3;259.6;199.3;1.577;1;10;15
46209869;SYNTH_PART_46209869;142.3;62.7;56.9;0.693;1;14;1
94662098;SYNTH_PART_94662098;76.9;76.9;54.5;0.44;1;1;0
92729179;SYNTH_PART_92729179;421.0;205.4;109.0;1.111;1;78;10
78803007;SYNTH_PART_78803007;226.8;192.6;105.3;2.22;1;1;10
22796917;SYNTH_PART_22796917;162.3;162.3;62.3;2.23;1;14;8
75267546;SYNTH_PART_75267546;218.1;187.0;45.4;2.484;1;2;1
22934519;SYNTH_PART_22934519;178.0;144.3;51.0;1.788;1;1;3
42516014;SYNTH_PART_42516014;101.3;101.3;43.1;0.603;8;30;2
62098712;SYNTH_PART_62098712;101.1;101.1;97.6;1.361;1;3;4
56504102;SYNTH_PART_56504102;189.2;180.2;103.2;1.514;1;42;0
52187626;SYNTH_PART_52187626;487.0;207.9;132.3;8.142;2;28;10
95184769;SYNTH_PART_95184769;251.3;122.5;58.1;0.288;1;1;1
62952476;SYNTH_PART_62952476;692.0;497.4;99.5;8.628;2;41;0
47907382;SYNTH_PART_47907382;307.8;307.8;178.0;5.417;1;1;9
44066324;SYNTH_PART_44066324;355.0;123.1;123.1;2.792;1;38;1
25118319;SYNTH_PART_25118319;147.5;147.5;90.5;1.761;1;2;8
83159519;SYNTH_PART_83159519;343.3;288.6;180.9;5.288;2;8;9
60508187;SYNTH_PART_60508187;165.9;96.6;48.7;1.066;1;9;2
34641318;SYNTH_PART_34641318;233.4;76.3;66.8;1.623;1;4;10
33942934;SYNTH_PART_33942934;80.0;80.0;80.0;0.699;1;1;1
35136343;SYNTH_PART_35136343;215.8;180.2;59.9;0.857;2;2;49
71604840;SYNTH_PART_71604840;320.4;82.9;81.0;2.357;1;1;1
75220696;SYNTH_PART_75220696;697.0;210.1;107.8;3.492;3;5;4
25749754;SYNTH_PART_25749754;740.5;652.5;130.5;5.658;1;8;0
37933829;SYNTH_PART_37933829;197.0;153.3;69.5;2.167;1;1;0
50848446;SYNTH_PART_50848446;60.9;60.9;47.4;0.24;1;5;70
10390511;SYNTH_PART_10390511;171.9;171.9;34.4;1.386;1;1;48
25128867;SYNTH_PART_25128867;99.4;99.4;99.4;0.073;1;3;1
69312564;SYNTH_PART_69312564;504.4;504.4;178.3;10.928;1;6;11
73538804;SYNTH_PART_73538804;387.4;207.3;80.2;0.984;1;1;0
19730237;SYNTH_PART_19730237;916.0;229.0;213.5;15.34;2;11;1
55034287;SYNTH_PART_55034287;610.3;350.2;156.9;11.307;1;1;1
15546397;SYNTH_PART_15546397;154.1;154.1;94.8;0.676;1;1;1
14816127;SYNTH_PART_14816127;211.1;95.9;48.2;1.332;1;42;14
59178892;SYNTH_PART_59178892;66.3;66.3;66.3;0.397;1;1;2
58133391;SYNTH_PART_58133391;72.9;72.9;67.4;0.489;16;1;1
77604596;SYNTH_PART_77604596;351.0;303.3;99.5;0.687;1;1;2
48999555;SYNTH_PART_48999555;209.5;163.8;37.8;1.678;1;2;0
23044993;SYNTH_PART_23044993;134.1;134.1;67.1;1.379;1;9;0
87359877;SYNTH_PART_87359877;58.0;58.0;58.0;0.16;2;1;13
22346091;SYNTH_PART_22346091;437.3;109.3;109.3;4.292;1;11;1
19398690;SYNTH_PART_19398690;238.4;66.6;66.6;1.442;4;2;1
97864329;SYNTH_PART_97864329;88.8;88.8;81.7;0.879;1;2;0
62203944;SYNTH_PART_62203944;457.7;274.3;192.9;5.149;1;1;0
61803639;SYNTH_PART_61803639;153.8;83.0;83.0;0.109;4;1;0
63771408;SYNTH_PART_63771408;395.3;215.2;95.6;5.583;1;1;0
84019700;SYNTH_PART_84019700;659.3;284.0;191.0;9.02;11;14;1
54625772;SYNTH_PART_54625772;529.5;312.1;155.6;8.886;1;1;3
87578566;SYNTH_PART_87578566;629.3;448.0;157.4;5.297;1;5;30
91730643;SYNTH_PART_91730643;501.7;426.7;183.5;4.101;4;1;1
70598162;SYNTH_PART_70598162;75.6;75.6;75.6;0.591;1;1;3
74439861;SYNTH_PART_74439861;145.8;145.8;89.9;1.409;1;1;2
62552730;SYNTH_PART_62552730;62.8;62.8;62.8;0.338;1;1;3
78323570;SYNTH_PART_78323570;194.2;173.4;104.3;1.283;1;8;1
39933237;SYNTH_PART_39933237;433.5;298.5;153.8;5.357;10;2;4
19722608;SYNTH_PART_19722608;170.2;92.6;50.2;1.08;11;15;10
84399341;SYNTH_PART_84399341;92.9;92.9;72.6;0.176;2;1;11
85484808;SYNTH_PART_85484808;896.0;434.8;124.9;16.733;1;15;0
93969581;SYNTH_PART_93969581;290.0;198.7;120.8;5.666;1;2;14
31872687;SYNTH_PART_31872687;415.9;182.8;182.8;0.901;1;4;15
91075664;SYNTH_PART_91075664;267.6;152.9;92.7;0.661;3;8;2
51587030;SYNTH_PART_51587030;383.1;95.8;95.8;1.381;1;4;12
42310881;SYNTH_PART_42310881;96.3;96.3;96.3;0.911;2;39;11
15885862;SYNTH_PART_15885862;328.7;174.5;124.4;7.292;39;1;18
37573320;SYNTH_PART_37573320;141.7;82.2;53.7;0.853;2;19;0
87287702;SYNTH_PART_87287702;70.7;70.7;70.7;0.483;1;5;8
42514673;SYNTH_PART_42514673;201.7;170.3;97.4;2.628;1;2;21
81645514;SYNTH_PART_81645514;338.9;157.9;157.9;7.487;1;8;1
26792577;SYNTH_PART_26792577;703.1;256.5;74.6;7.73;1;1;1
94645520;SYNTH_PART_94645520;259.4;141.7;37.8;1.895;1;14;16
62349871;SYNTH_PART_62349871;87.1;85.1;85.1;0.86;2;6;1
88570832;SYNTH_PART_88570832;189.7;104.3;75.1;2.029;1;34;1
85807947;SYNTH_PART_85807947;426.7;222.8;61.5;3.815;1;6;1
20218710;SYNTH_PART_20218710;175.3;67.2;47.4;0.762;1;28;3
92320139;SYNTH_PART_92320139;436.6;138.8;45.6;3.771;1;24;1
18069902;SYNTH_PART_18069902;154.7;78.9;78.9;1.183;1;1;0
28224135;SYNTH_PART_28224135;166.6;75.2;75.2;1.288;1;9;1
47304655;SYNTH_PART_47304655;184.5;174.1;38.9;1.078;1;1;116
33145228;SYNTH_PART_33145228;61.4;61.4;61.4;0.316;1;5;2
58725753;SYNTH_PART_58725753;818.7;629.6;125.9;4.208;1;2;1
62010144;SYNTH_PART_62010144;225.9;118.2;55.4;1.989;1;144;2
35402455;SYNTH_PART_35402455;86.9;65.0;65.0;0.352;1;6;4
23604877;SYNTH_PART_23604877;165.9;140.4;99.2;1.93;1;1;17
53512453;SYNTH_PART_53512453;313.3;91.1;91.1;1.153;1;18;1
95296376;SYNTH_PART_95296376;336.8;130.6;81.0;0.394;1;1;6
52523272;SYNTH_PART_52523272;92.8;92.8;40.5;0.476;1;14;9
22082238;SYNTH_PART_22082238;70.1;70.1;58.6;0.236;1;3;1
54437002;SYNTH_PART_54437002;480.6;335.5;200.7;3.205;3;1;1
93904691;SYNTH_PART_93904691;428.4;141.5;121.5;4.937;1;8;1
42408970;SYNTH_PART_42408970;337.1;323.9;189.7;1.548;1;1;1
60432779;SYNTH_PART_60432779;371.1;123.2;111.1;4.387;6;2;64
46927625;SYNTH_PART_46927625;65.2;65.2;38.2;0.221;1;1;4
59644565;SYNTH_PART_59644565;205.7;134.6;52.6;1.941;1;6;5
70137647;SYNTH_PART_70137647;164.2;161.5;62.9;0.881;3;14;0
