ITEM_ID;ITEM_DESC;LEN_MM;WID_MM;DEP_MM;WT_KG;QTY_PER_BOX;BOXES_ON_HAND;DEMAND
48960802;SYNTH_PART_48960802;256.5;103.6;49.7;1.801;1;1;18
58675318;SYNTH_PART_58675318;206.5;131.8;65.9;2.446;1;372;2
79171071;SYNTH_PART_79171071;783.3;518.5;133.4;10.324;2;4;6
20310874;SYNTH_PART_20310874;134.2;134.2;55.2;1.356;7;2;10
12066793;SYNTH_PART_12066793;188.3;188.3;62.8;1.194;3;1;1
92810596;SYNTH_PART_92810596;134.0;96.6;96.6;0.488;1;1;1
56775560;SYNTH_PART_56775560;207.7;190.5;92.2;2.627;1;2;15
79877646;SYNTH_PART_79877646;356.2;261.2;165.6;3.304;1;6;2
14211102;SYNTH_PART_14211102;418.4;265.1;139.1;2.376;2;13;0
79027877;SYNTH_PART_79027877;488.4;266.7;159.3;6.888;1;451;64
20005117;SYNTH_PART_20005117;243.2;76.4;76.4;1.538;1;10;2
26445442;SYNTH_PART_26445442;262.3;96.1;85.2;1.155;1;145;0
56982262;SYNTH_PART_56982262;419.0;191.7;116.3;2.963;1;1;1
84213374;SYNTH_PART_84213374;870.8;338.3;121.5;12.099;1;7;1
85119098;SYNTH_PART_85119098;241.4;133.1;37.4;1.363;1;38;0
76452098;SYNTH_PART_76452098;139.1;139.1;70.9;1.013;1;1;0
80935954;SYNTH_PART_80935954;939.9;499.6;99.9;3.042;1;13;1
91446791;SYNTH_PART_91446791;453.8;132.1;71.8;5.875;1;1;41
21519877;SYNTH_PART_21519877;635.0;180.7;180.7;9.47;1;5;0
28779520;SYNTH_PART_28779520;131.9;118.9;63.7;0.26;4;97;3
17259944;SYNTH_PART_17259944;73.5;73.5;73.5;0.541;1;2;1
53134790;SYNTH_PART_53134790;461.3;274.9;55.0;6.782;1;1;9
70923085;SYNTH_PART_70923085;170.2;126.7;35.0;1.031;12;1;2
54443785;SYNTH_PART_54443785;555.0;201.1;189.0;1.368;1;4;0
21498355;SYNTH_PART_21498355;469.6;243.9;59.1;3.601;1;3;14
83248874;SYNTH_PART_83248874;355.9;238.8;116.4;3.231;1;1;9
94513664;SYNTH_PART_94513664;78.5;78.5;78.5;0.66;1;4;1
22384483;SYNTH_PART_22384483;177.6;141.4;42.3;1.398;2;5;1
92855113;SYNTH_PART_92855113;227.5;78.5;57.0;1.388;2;79;7
33417587;SYNTH_PART_33417587;518.7;437.0;214.0;11.672;1;1;1
97187888;SYNTH_PART_97187888;544.8;159.5;159.5;9.274;2;1;13
19607476;SYNTH_PART_19607476;775.7;541.3;153.9;10.129;3;2;2
38156757;SYNTH_PART_38156757;82.8;82.8;82.8;0.776;1;1;36
35655992;SYNTH_PART_35655992;489.4;145.2;73.8;2.831;2;1;1
83798039;SYNTH_PART_83798039;65.7;65.7;65.7;0.208;1;27;0
79943597;SYNTH_PART_79943597;278.9;244.4;48.9;0.58;1;4;30
93855256;SYNTH_PART_93855256;688.7;172.2;125.5;5.583;3;7;13
97783521;SYNTH_PART_97783521;336.7;336.7;104.8;5.207;9;1;4
20705586;SYNTH_PART_20705586;376.1;175.7;106.9;2.745;2;56;1
67666432;SYNTH_PART_67666432;132.0;91.5;37.5;0.617;1;1;2
56007614;SYNTH_PART_56007614;91.3;72.4;72.4;0.466;1;1;2
13604404;SYNTH_PART_13604404;325.4;113.4;113.4;5.712;1;1;2
86830338;SYNTH_PART_86830338;138.1;108.5;47.5;0.971;1;1;133
82400466;SYNTH_PART_82400466;163.7;92.5;63.0;1.262;2;9;0
52157696;SYNTH_PART_52157696;313.3;250.8;143.6;3.369;1;2;9
76054605;SYNTH_PART_76054605;681.3;216.5;109.4;11.613;1;1;8
40348141;SYNTH_PART_40348141;284.4;94.0;51.6;1.53;1;6;0
38658850;SYNTH_PART_38658850;158.6;158.6;81.1;2.034;4;7;18
62896892;SYNTH_PART_62896892;462.8;372.8;147.2;2.951;1;12;4
87545169;SYNTH_PART_87545169;217.5;143.6;49.9;2.127;2;1;3
17429721;SYNTH_PART_17429721;414.9;103.7;103.7;6.092;1;2;30
45919248;SYNTH_PART_45919248;115.4;115.4;39.9;0.274;10;20;0
87434435;SYNTH_PART_87434435;543.2;135.8;135.8;6.317;2;39;10
55351443;SYNTH_PART_55351443;276.5;208.4;115.2;5.652;1;1;1
11712596;SYNTH_PART_11712596;260.9;162.9;87.7;1.08;1;1;2
51863536;SYNTH_PART_51863536;541.5;270.5;54.1;7.344;1;6;6
46374194;SYNTH_PART_46374194;680.1;288.6;57.7;1.722;1;80;2
78754758;SYNTH_PART_78754758;937.6;307.9;71.0;1.329;1;1;1
76690168;SYNTH_PART_76690168;1141.0;708.9;141.8;19.45;1;24;2
61318848;SYNTH_PART_61318848;89.0;89.0;64.9;0.701;2;6;13
86390636;SYNTH_PART_86390636;223.5;73.3;73.3;1.101;1;3;24
49628366;SYNTH_PART_49628366;52.3;52.3;33.3;0.124;1;2;2
62342471;SYNTH_PART_62342471;183.8;179.6;47.8;0.768;1;1;6
32618525;SYNTH_PART_32618525;76.2;76.2;67.2;0.532;1;17;3
29330890;SYNTH_PART_29330890;256.8;102.2;102.2;1.52;4;4;6
57916548;SYNTH_PART_57916548;159.1;132.1;34.2;0.902;1;51;13
23016303;SYNTH_PART_23016303;221.0;92.1;76.2;1.297;1;1;6
21886086;SYNTH_PART_21886086;409.7;211.3;188.8;4.82;6;1;7
68475554;SYNTH_PART_68475554;615.3;278.1;108.5;8.32;1;1;1
37681922;SYNTH_PART_37681922;317.1;317.1;67.0;0.896;1;1;12
29325177;SYNTH_PART_29325177;217.4;116.6;42.8;0.857;1;4;2
46567560;SYNTH_PART_46567560;549.9;288.9;87.5;1.368;1;1;3
59607112;SYNTH_PART_59607112;312.7;312.7;118.1;7.434;1;4;1
63156196;SYNTH_PART_63156196;124.8;124.8;102.7;1.125;28;1;3
46140127;SYNTH_PART_46140127;159.4;94.6;48.0;0.987;2;1;1
98314138;SYNTH_PART_98314138;91.5;91.5;67.7;0.773;1;21;3
87584547;SYNTH_PART_87584547;118.8;89.3;89.3;1.16;1;38;14
50035592;SYNTH_PART_50035592;487.3;376.1;75.3;7.741;7;14;2
33416771;SYNTH_PART_33416771;89.9;89.9;89.9;0.992;1;55;2
83425266;SYNTH_PART_83425266;415.9;264.4;164.2;7.846;1;2;0
60106386;SYNTH_PART_60106386;1191.1;607.7;192.0;18.629;5;3;6
37751818;SYNTH_PART_37751818;554.5;239.4;166.5;8.427;1;12;1
40098670;SYNTH_PART_40098670;305.0;130.3;130.3;6.428;1;1;6
37494646;SYNTH_PART_37494646;722.9;457.6;138.4;7.739;1;7;1
22378490;SYNTH_PART_22378490;151.5;148.2;81.0;0.714;1;1;0
68109219;SYNTH_PART_68109219;278.4;278.4;84.0;4.258;1;22;0
68844354;SYNTH_PART_68844354;261.8;193.5;54.3;1.544;1;1;3
50519450;SYNTH_PART_50519450;324.8;210.7;84.2;2.186;1;6;4
67120718;SYNTH_PART_67120718;166.4;156.8;96.4;1.512;1;1;0
96053563;SYNTH_PART_96053563;408.2;114.2;77.9;0.337;1;6;8
32111541;SYNTH_PART_32111541;275.8;158.5;139.2;8.282;1;1;2
63491126;SYNTH_PART_63491126;247.6;77.5;77.5;2.031;7;28;3
37629419;SYNTH_PART_37629419;455.0;235.7;196.0;6.052;1;2;1
90167492;SYNTH_PART_90167492;165.4;69.2;69.2;1.081;2;30;38
56829788;SYNTH_PART_56829788;75.5;75.5;38.1;0.297;1;3;0
78576221;SYNTH_PART_78576221;217.1;167.4;75.2;2.475;1;9;4
66920480;SYNTH_PART_66920480;167.1;165.0;56.6;2.13;1;11;48
38836241;SYNTH_PART_38836241;472.9;320.7;64.1;0.737;1;10;2
22773528;SYNTH_PART_22773528;99.0;75.9;75.9;0.778;1;1;9
15190968;SYNTH_PART_15190968;163.1;163.1;98.8;0.489;1;6;138
69668689;SYNTH_PART_69668689;627.4;156.9;156.9;7.893;1;2;13
68144359;SYNTH_PART_68144359;648.6;162.1;162.1;5.561;1;1;1
81446323;SYNTH_PART_81446323;1078.9;729.3;200.7;21.906;1;2;1
54525097;SYNTH_PART_54525097;86.7;75.9;42.6;0.382;1;3;3
25655207;SYNTH_PART_25655207;78.0;78.0;74.5;0.619;1;2;0
14093191;SYNTH_PART_14093191;86.0;86.0;55.7;0.277;1;1;4
16042493;SYNTH_PART_16042493;900.3;225.1;92.6;12.84;1;1;3
93120806;SYNTH_PART_93120806;258.2;162.5;89.3;2.35;1;1;3
91834114;SYNTH_PART_91834114;87.3;87.3;87.3;0.907;1;58;1
54474095;SYNTH_PART_54474095;128.7;128.7;49.2;0.481;1;16;10
15411360;SYNTH_PART_15411360;46.6;46.6;46.6;0.138;1;3;2
33164821;SYNTH_PART_33164821;600.8;473.8;94.8;5.287;1;11;3
54984607;SYNTH_PART_54984607;43.1;43.1;43.1;0.11;3;1;1
74206040;SYNTH_PART_74206040;572.3;376.0;155.1;11.126;1;32;1
13530667;SYNTH_PART_13530667;565.2;141.3;52.7;4.332;2;19;1
82831631;SYNTH_PART_82831631;287.1;266.2;167.9;7.658;1;207;4
82836842;SYNTH_PART_82836842;559.6;255.6;92.2;7.1;1;1;5
56917349;SYNTH_PART_56917349;798.4;376.9;271.4;5.467;1;19;11
47264280;SYNTH_PART_47264280;183.9;85.5;85.5;0.47;1;1;1
72544030;SYNTH_PART_72544030;153.1;115.9;107.7;1.471;1;46;4
17065463;SYNTH_PART_17065463;378.5;311.3;114.0;3.161;2;1;4
64988814;SYNTH_PART_64988814;416.8;258.7;92.6;8.231;1;6;5
14479933;SYNTH_PART_14479933;104.6;104.6;49.1;0.733;2;1;0
95965019;SYNTH_PART_95965019;658.1;311.4;187.1;2.485;1;2;2
15856722;SYNTH_PART_15856722;39.4;39.4;39.4;0.083;1;10;3
16993558;SYNTH_PART_16993558;90.1;90.1;90.1;0.329;5;139;1
72833153;SYNTH_PART_72833153;206.4;101.3;97.0;0.645;1;3;0
18796696;SYNTH_PART_18796696;245.6;108.1;65.0;0.898;2;13;4
23588970;SYNTH_PART_23588970;470.8;227.0;105.6;0.731;2;145;0
28868742;SYNTH_PART_28868742;199.4;84.5;78.3;0.086;1;1;0
10066449;SYNTH_PART_10066449;167.0;137.1;77.9;0.87;1;7;0
46951218;SYNTH_PART_46951218;125.7;125.7;55.1;1.188;1;3;2
29495284;SYNTH_PART_29495284;210.2;154.7;99.3;0.648;1;13;7
36290184;SYNTH_PART_36290184;164.4;110.3;41.1;1.017;1;2;3
94038125;SYNTH_PART_94038125;670.9;549.6;150.9;10.852;1;9;0
96365532;SYNTH_PART_96365532;355.9;320.1;115.7;6.488;1;14;1
67967859;SYNTH_PART_67967859;201.1;153.6;82.0;1.286;1;2;1
74846134;SYNTH_PART_74846134;124.7;124.7;103.2;0.264;1;20;0
68019449;SYNTH_PART_68019449;211.3;93.4;38.0;1.024;1;3;41
58165683;SYNTH_PART_58165683;119.2;117.5;61.6;1.115;1;9;5
68680187;SYNTH_PART_68680187;146.0;146.0;37.5;0.886;1;115;0
53653562;SYNTH_PART_53653562;515.9;401.4;86.0;4.31;1;6;23
80653797;SYNTH_PART_80653797;189.6;159.6;71.5;1.162;1;5;83
78967074;SYNTH_PART_78967074;699.5;219.6;66.9;7.915;1;1;0
76307339;SYNTH_PART_76307339;288.0;223.4;154.8;2.119;1;18;2
50139056;SYNTH_PART_50139056;255.4;135.4;50.6;0.236;1;1;10
66230462;SYNTH_PART_66230462;267.0;94.3;83.7;0.596;1;2;2
24530006;SYNTH_PART_24530006;590.3;536.1;120.0;6.304;1;1;2
53767407;SYNTH_PART_53767407;91.2;91.2;53.6;0.609;1;8;5
62630098;SYNTH_PART_62630098;391.0;224.4;183.9;1.776;2;18;1
20936897;SYNTH_PART_20936897;168.1;115.2;91.3;2.413;1;14;1
40960110;SYNTH_PART_40960110;127.2;127.2;53.1;0.667;1;1;0
47043810;SYNTH_PART_47043810;237.2;169.5;110.9;1.039;1;21;1
78283559;SYNTH_PART_78283559;198.7;61.5;61.5;0.254;1;1;3
76222645;SYNTH_PART_76222645;64.8;64.8;64.8;0.371;1;4;5
66191981;SYNTH_PART_66191981;203.0;142.7;107.1;1.752;1;4;2
31342124;SYNTH_PART_31342124;67.1;67.1;67.1;0.411;1;2;5
11414623;SYNTH_PART_11414623;347.8;87.6;55.6;2.313;4;18;0
73006151;SYNTH_PART_73006151;244.2;148.1;48.8;1.252;1;1;6
46549188;SYNTH_PART_46549188;269.4;269.4;155.1;3.004;1;4;1
79138870;SYNTH_PART_79138870;166.8;149.1;69.0;2.34;1;1;3
15065841;SYNTH_PART_15065841;205.1;179.7;113.7;1.948;5;1;8
87934851;SYNTH_PART_87934851;115.3;107.4;78.3;0.649;1;1;3
38563646;SYNTH_PART_38563646;264.4;148.0;81.3;2.097;1;1;1
16608036;SYNTH_PART_16608036;39.0;39.0;39.0;0.081;1;2;10
12960286;SYNTH_PART_12960286;589.1;303.8;149.0;1.728;1;5;21
76585596;SYNTH_PART_76585596;402.7;104.0;104.0;3.81;4;1;6
38537528;SYNTH_PART_38537528;201.7;186.6;104.1;1.298;2;1;0
84532663;SYNTH_PART_84532663;176.7;160.1;56.8;1.962;1;1;7
34747094;SYNTH_PART_34747094;92.3;76.1;76.1;0.729;1;16;1
62320368;SYNTH_PART_62320368;388.3;153.8;127.2;6.935;1;38;2
57817951;SYNTH_PART_57817951;479.8;119.9;57.8;4.536;1;1;0
31690365;SYNTH_PART_31690365;701.9;491.3;98.3;3.997;1;1;0
36424262;SYNTH_PART_36424262;240.8;159.1;75.3;1.594;2;4;1
56909148;SYNTH_PART_56909148;316.3;198.9;119.2;3.162;1;6;0
22872525;SYNTH_PART_22872525;123.5;112.5;53.0;1.005;1;37;36
91429165;SYNTH_PART_91429165;148.7;134.1;89.4;2.045;1;3;22
61373863;SYNTH_PART_61373863;365.0;263.4;61.7;2.959;1;1669;3
45688340;SYNTH_PART_45688340;392.1;341.5;124.1;3.501;1;4;0
55504140;SYNTH_PART_55504140;356.2;293.7;84.7;1.701;1;6;4
90551804;SYNTH_PART_90551804;363.0;112.2;112.2;6.238;1;2;0
64942508;SYNTH_PART_64942508;148.5;89.5;89.5;0.077;1;21;0
88566644;SYNTH_PART_88566644;177.0;113.5;48.4;1.325;1;1;2
81682438;SYNTH_PART_81682438;632.3;158.1;158.1;9.317;1;4;4
77378154;SYNTH_PART_77378154;233.9;128.5;79.9;2.108;1;1;9
33155357;SYNTH_PART_33155357;66.0;66.0;49.6;0.295;1;14;49
60229749;SYNTH_PART_60229749;432.4;123.7;123.7;4.621;17;5;1
13675811;SYNTH_PART_13675811;391.2;290.8;182.9;5.975;1;12;1
78114213;SYNTH_PART_78114213;493.7;277.0;161.5;4.519;1;22;1
13025486;SYNTH_PART_13025486;220.3;127.7;83.5;2.524;1;1;0
55624629;SYNTH_PART_55624629;483.4;372.6;119.3;1.393;1;1;44
51125163;SYNTH_PART_51125163;208.8;85.6;36.8;0.898;1;1;4
57010314;SYNTH_PART_57010314;303.4;200.4;41.1;3.414;1;7;6
24651296;SYNTH_PART_24651296;215.0;158.1;68.8;0.405;1;1;0
12191229;SYNTH_PART_12191229;324.9;324.9;127.7;7.82;1;3;4
32866614;SYNTH_PART_32866614;94.4;94.4;90.8;1.105;2;5;53
92392507;SYNTH_PART_92392507;295.6;295.6;103.9;1.992;1;1;1
24651284;SYNTH_PART_24651284;467.3;116.8;92.3;3.436;5;4;3
16585194;SYNTH_PART_16585194;226.6;130.7;54.8;2.214;1;19;51
57475473;SYNTH_PART_57475473;497.2;209.5;76.3;0.64;1;2;0
